partner_id,beneficiary_name,identity_id,region,item_distributed,quantity_allocated
NGO_COUNCIL,Recipient Profile 10489,SOM-ID-10489,Bay,PlumpyNut (KG),36.53
WFP_PARTNER_A,Recipient Profile 10178,SOM-ID-10178,Bari,High Energy Biscuits (KG),202.92
  NGO_COUNCIL ,Recipient Profile 10690,SOM-ID-10690,Benadir,Water Purification Kits,164.67
WFP_PARTNER_B,Recipient Profile 10265,SOM-ID-10265,Gedo,Rice (MT),169.46
WFP_PARTNER_B,Recipient Profile 10627,SOM-ID-10627,Bari,High Energy Biscuits (KG),126.2
UN_AGENCY_LOCAL,Recipient Profile 10717,SOM-ID-10717,Lower Shabelle,PlumpyNut (KG),254.4
  UN_AGENCY_LOCAL ,Recipient Profile 10134,SOM-ID-10134,Lower Shabelle,Water Purification Kits,147.02
WFP_PARTNER_B,Recipient Profile 10876,SOM-ID-10876,Benadir,High Energy Biscuits (KG),404.0
NGO_COUNCIL,Recipient Profile 10484,SOM-ID-10484,Bay,PlumpyNut (KG),402.02
WFP_PARTNER_A,Recipient Profile 10869,SOM-ID-10869,Bay,Water Purification Kits,254.8
UN_AGENCY_LOCAL,Recipient Profile 10048,SOM-ID-10048,Gedo,High Energy Biscuits (KG),132.98
NGO_COUNCIL,Recipient Profile 10487,SOM-ID-10487,Benadir,PlumpyNut (KG),39.42
WFP_PARTNER_A,Recipient Profile 10570,SOM-ID-10570,Gedo,High Energy Biscuits (KG),137.29
UN_AGENCY_LOCAL,Recipient Profile 10695,SOM-ID-10695,Lower Shabelle,Rice (MT),211.76
WFP_PARTNER_B,Recipient Profile 10332,SOM-ID-10332,Bari,PlumpyNut (KG),489.89
NGO_COUNCIL,Recipient Profile 10646,SOM-ID-10646,Gedo,Rice (MT),196.72
WFP_PARTNER_B,Recipient Profile 10414,SOM-ID-10414,Bay,High Energy Biscuits (KG),216.69
WFP_PARTNER_A,Recipient Profile 10668,SOM-ID-10668,Benadir,PlumpyNut (KG),178.38
UN_AGENCY_LOCAL,Recipient Profile 10883,SOM-ID-10883,Lower Shabelle,Water Purification Kits,142.91
  UN_AGENCY_LOCAL ,Recipient Profile 10023,SOM-ID-10023,Bari,Water Purification Kits,212.85
WFP_PARTNER_B,Recipient Profile 10081,SOM-ID-10081,Bay,High Energy Biscuits (KG),470.81
  WFP_PARTNER_B ,Recipient Profile 10899,SOM-ID-10899,Bay,Water Purification Kits,60.47
NGO_COUNCIL,Recipient Profile 10783,SOM-ID-10783,Bari,Rice (MT),22.92
  WFP_PARTNER_A ,Recipient Profile 10906,SOM-ID-10906,Benadir,High Energy Biscuits (KG),312.87
NGO_COUNCIL,Recipient Profile 10641,SOM-ID-10641,Lower Shabelle,PlumpyNut (KG),131.22
WFP_PARTNER_B,Recipient Profile 10881,SOM-ID-10881,Bay,PlumpyNut (KG),24.0
UN_AGENCY_LOCAL,Recipient Profile 10278,SOM-ID-10278,Gedo,Water Purification Kits,487.74
NGO_COUNCIL,Recipient Profile 10766,SOM-ID-10766,Bay,PlumpyNut (KG),299.51
NGO_COUNCIL,Recipient Profile 10232,SOM-ID-10232,Bari,High Energy Biscuits (KG),455.37
WFP_PARTNER_A,Recipient Profile 10310,SOM-ID-10310,Gedo,High Energy Biscuits (KG),189.23
WFP_PARTNER_A,Recipient Profile 10008,SOM-ID-10008,Benadir,PlumpyNut (KG),178.5
NGO_COUNCIL,Recipient Profile 10299,SOM-ID-10299,Gedo,High Energy Biscuits (KG),14.47
WFP_PARTNER_B,Recipient Profile 10447,SOM-ID-10447,Benadir,High Energy Biscuits (KG),102.4
NGO_COUNCIL,Recipient Profile 10848,SOM-ID-10848,Bay,PlumpyNut (KG),360.32
NGO_COUNCIL,Recipient Profile 10529,SOM-ID-10529,Bay,High Energy Biscuits (KG),48.81
UN_AGENCY_LOCAL,Recipient Profile 10186,SOM-ID-10186,Lower Shabelle,High Energy Biscuits (KG),212.32
WFP_PARTNER_B,UNKNOWN RECORD,,Lower Shabelle,Rice (MT),322.08
  UN_AGENCY_LOCAL ,Recipient Profile 10050,SOM-ID-10050,Bari,Water Purification Kits,102.02
  WFP_PARTNER_A ,Recipient Profile 10448,SOM-ID-10448,Bay,Rice (MT),148.24
WFP_PARTNER_A,Recipient Profile 10350,SOM-ID-10350,Bay,Rice (MT),83.84
NGO_COUNCIL,Recipient Profile 10810,SOM-ID-10810,Lower Shabelle,Water Purification Kits,499.0
WFP_PARTNER_A,Recipient Profile 10057,SOM-ID-10057,Lower Shabelle,Rice (MT),423.34
  UN_AGENCY_LOCAL ,Recipient Profile 10917,SOM-ID-10917,Gedo,Rice (MT),276.16
UN_AGENCY_LOCAL,Recipient Profile 10254,SOM-ID-10254,Gedo,Rice (MT),69.76
  NGO_COUNCIL ,Recipient Profile 10471,SOM-ID-10471,Gedo,PlumpyNut (KG),371.43
WFP_PARTNER_A,Recipient Profile 10319,SOM-ID-10319,Bari,PlumpyNut (KG),241.68
UN_AGENCY_LOCAL,Recipient Profile 10125,SOM-ID-10125,Bay,Rice (MT),374.92
UN_AGENCY_LOCAL,Recipient Profile 10884,SOM-ID-10884,Gedo,High Energy Biscuits (KG),107.37
WFP_PARTNER_B,Recipient Profile 10171,SOM-ID-10171,Benadir,PlumpyNut (KG),320.13
UN_AGENCY_LOCAL,Recipient Profile 10043,SOM-ID-10043,Bari,Rice (MT),203.95
  NGO_COUNCIL ,Recipient Profile 10161,SOM-ID-10161,Bari,PlumpyNut (KG),191.99
NGO_COUNCIL,Recipient Profile 10640,SOM-ID-10640,Benadir,High Energy Biscuits (KG),466.12
WFP_PARTNER_A,Recipient Profile 10810,SOM-ID-10810,Benadir,High Energy Biscuits (KG),325.84
WFP_PARTNER_A,Recipient Profile 10807,SOM-ID-10807,Bay,Water Purification Kits,124.01
UN_AGENCY_LOCAL,Recipient Profile 10741,SOM-ID-10741,Gedo,PlumpyNut (KG),20.46
WFP_PARTNER_B,Recipient Profile 10301,SOM-ID-10301,Lower Shabelle,Rice (MT),247.8
NGO_COUNCIL,Recipient Profile 10479,SOM-ID-10479,Bay,PlumpyNut (KG),276.37
  UN_AGENCY_LOCAL ,Recipient Profile 10302,SOM-ID-10302,Bari,PlumpyNut (KG),43.75
UN_AGENCY_LOCAL,Recipient Profile 10518,SOM-ID-10518,Bari,High Energy Biscuits (KG),232.5
NGO_COUNCIL,Recipient Profile 10635,SOM-ID-10635,Bay,Rice (MT),313.67
WFP_PARTNER_B,Recipient Profile 10396,SOM-ID-10396,Lower Shabelle,Rice (MT),332.56
  WFP_PARTNER_B ,Recipient Profile 10289,SOM-ID-10289,Bari,Water Purification Kits,385.21
UN_AGENCY_LOCAL,Recipient Profile 10068,SOM-ID-10068,Gedo,High Energy Biscuits (KG),64.13
WFP_PARTNER_A,Recipient Profile 10497,SOM-ID-10497,Bay,PlumpyNut (KG),438.01
WFP_PARTNER_B,Recipient Profile 10673,SOM-ID-10673,Benadir,Rice (MT),289.8
NGO_COUNCIL,Recipient Profile 10735,SOM-ID-10735,Bari,High Energy Biscuits (KG),34.05
WFP_PARTNER_A,Recipient Profile 10852,SOM-ID-10852,Benadir,PlumpyNut (KG),331.32
WFP_PARTNER_A,Recipient Profile 10911,SOM-ID-10911,Gedo,Rice (MT),186.85
NGO_COUNCIL,Recipient Profile 10041,SOM-ID-10041,Lower Shabelle,Rice (MT),413.59
WFP_PARTNER_A,Recipient Profile 10099,SOM-ID-10099,Lower Shabelle,Rice (MT),472.86
WFP_PARTNER_A,Recipient Profile 10254,SOM-ID-10254,Bay,Water Purification Kits,102.84
WFP_PARTNER_B,Recipient Profile 10590,SOM-ID-10590,Bari,Water Purification Kits,375.59
  UN_AGENCY_LOCAL ,Recipient Profile 10184,SOM-ID-10184,Gedo,Water Purification Kits,442.58
NGO_COUNCIL,Recipient Profile 10614,SOM-ID-10614,Bari,High Energy Biscuits (KG),332.19
NGO_COUNCIL,Recipient Profile 10865,SOM-ID-10865,Lower Shabelle,High Energy Biscuits (KG),279.54
UN_AGENCY_LOCAL,Recipient Profile 10246,SOM-ID-10246,Gedo,Water Purification Kits,414.82
WFP_PARTNER_B,Recipient Profile 10406,SOM-ID-10406,Gedo,High Energy Biscuits (KG),186.4
WFP_PARTNER_A,Recipient Profile 10911,SOM-ID-10911,Benadir,High Energy Biscuits (KG),301.92
UN_AGENCY_LOCAL,Recipient Profile 10322,SOM-ID-10322,Benadir,High Energy Biscuits (KG),492.35
WFP_PARTNER_A,Recipient Profile 10159,SOM-ID-10159,Lower Shabelle,PlumpyNut (KG),56.2
WFP_PARTNER_B,Recipient Profile 10262,SOM-ID-10262,Lower Shabelle,High Energy Biscuits (KG),445.92
UN_AGENCY_LOCAL,Recipient Profile 10079,SOM-ID-10079,Benadir,Water Purification Kits,288.84
UN_AGENCY_LOCAL,Recipient Profile 10719,SOM-ID-10719,Gedo,PlumpyNut (KG),249.26
WFP_PARTNER_A,Recipient Profile 10390,SOM-ID-10390,Bari,High Energy Biscuits (KG),28.31
WFP_PARTNER_A,Recipient Profile 10426,SOM-ID-10426,Benadir,High Energy Biscuits (KG),180.49
WFP_PARTNER_A,Recipient Profile 10055,SOM-ID-10055,Bay,Rice (MT),320.6
UN_AGENCY_LOCAL,Recipient Profile 10334,SOM-ID-10334,Bari,Rice (MT),166.47
WFP_PARTNER_B,Recipient Profile 10456,SOM-ID-10456,Bay,Rice (MT),340.08
WFP_PARTNER_A,Recipient Profile 10135,SOM-ID-10135,Bay,Water Purification Kits,151.99
  UN_AGENCY_LOCAL ,Recipient Profile 10408,SOM-ID-10408,Benadir,Water Purification Kits,290.01
UN_AGENCY_LOCAL,Recipient Profile 10133,SOM-ID-10133,Benadir,Water Purification Kits,255.89
WFP_PARTNER_B,Recipient Profile 10200,SOM-ID-10200,Gedo,PlumpyNut (KG),249.05
WFP_PARTNER_B,Recipient Profile 10701,SOM-ID-10701,Bay,Rice (MT),140.47
WFP_PARTNER_A,Recipient Profile 10328,SOM-ID-10328,Benadir,Water Purification Kits,217.53
  UN_AGENCY_LOCAL ,Recipient Profile 10358,SOM-ID-10358,Bari,Rice (MT),387.14
NGO_COUNCIL,Recipient Profile 10239,SOM-ID-10239,Bari,PlumpyNut (KG),225.83
WFP_PARTNER_B,Recipient Profile 10115,SOM-ID-10115,Lower Shabelle,PlumpyNut (KG),381.29
WFP_PARTNER_A,Recipient Profile 10014,SOM-ID-10014,Bay,PlumpyNut (KG),435.69
  UN_AGENCY_LOCAL ,Recipient Profile 10214,SOM-ID-10214,Benadir,High Energy Biscuits (KG),230.53
WFP_PARTNER_B,Recipient Profile 10144,SOM-ID-10144,Bay,High Energy Biscuits (KG),278.91
  WFP_PARTNER_A ,Recipient Profile 10205,SOM-ID-10205,Gedo,Rice (MT),135.17
  UN_AGENCY_LOCAL ,Recipient Profile 10397,SOM-ID-10397,Benadir,Water Purification Kits,330.83
UN_AGENCY_LOCAL,Recipient Profile 10664,SOM-ID-10664,Lower Shabelle,Rice (MT),19.35
NGO_COUNCIL,Recipient Profile 10925,SOM-ID-10925,Bay,Water Purification Kits,259.18
UN_AGENCY_LOCAL,Recipient Profile 10468,SOM-ID-10468,Gedo,Rice (MT),101.34
WFP_PARTNER_A,Recipient Profile 10501,SOM-ID-10501,Benadir,PlumpyNut (KG),461.91
NGO_COUNCIL,Recipient Profile 10640,SOM-ID-10640,Bay,Rice (MT),179.92
UN_AGENCY_LOCAL,Recipient Profile 10899,SOM-ID-10899,Bay,High Energy Biscuits (KG),407.83
NGO_COUNCIL,Recipient Profile 10402,SOM-ID-10402,Benadir,High Energy Biscuits (KG),120.54
WFP_PARTNER_B,Recipient Profile 10893,SOM-ID-10893,Benadir,Water Purification Kits,265.15
WFP_PARTNER_B,Recipient Profile 10319,SOM-ID-10319,Gedo,PlumpyNut (KG),290.72
  UN_AGENCY_LOCAL ,Recipient Profile 10554,SOM-ID-10554,Gedo,PlumpyNut (KG),111.31
WFP_PARTNER_B,Recipient Profile 10931,SOM-ID-10931,Bay,High Energy Biscuits (KG),347.38
WFP_PARTNER_B,Recipient Profile 10161,SOM-ID-10161,Gedo,PlumpyNut (KG),331.55
UN_AGENCY_LOCAL,Recipient Profile 10149,SOM-ID-10149,Benadir,Rice (MT),100.23
WFP_PARTNER_A,Recipient Profile 10763,SOM-ID-10763,Lower Shabelle,Water Purification Kits,480.99
  UN_AGENCY_LOCAL ,Recipient Profile 10780,SOM-ID-10780,Bay,PlumpyNut (KG),62.32
UN_AGENCY_LOCAL,Recipient Profile 10026,SOM-ID-10026,Bari,PlumpyNut (KG),302.22
UN_AGENCY_LOCAL,Recipient Profile 10480,SOM-ID-10480,Benadir,Water Purification Kits,75.7
  UN_AGENCY_LOCAL ,Recipient Profile 10197,SOM-ID-10197,Bay,Water Purification Kits,250.81
  WFP_PARTNER_B ,Recipient Profile 10276,SOM-ID-10276,Benadir,Water Purification Kits,384.62
  NGO_COUNCIL ,Recipient Profile 10949,SOM-ID-10949,Bay,PlumpyNut (KG),381.31
NGO_COUNCIL,Recipient Profile 10908,SOM-ID-10908,Bari,Water Purification Kits,347.05
WFP_PARTNER_B,Recipient Profile 10844,SOM-ID-10844,Gedo,Water Purification Kits,390.35
NGO_COUNCIL,HASINA MOHAMED AHMED,SOM-ID-10555,Lower Shabelle,Water Purification Kits,309.64
WFP_PARTNER_A,  hasina mohamed ahmed ,SOM-ID-10555,Bari,Rice (MT),231.29
  WFP_PARTNER_B ,Recipient Profile 10396,SOM-ID-10396,Bari,Water Purification Kits,492.08
WFP_PARTNER_A,Recipient Profile 10792,SOM-ID-10792,Bay,High Energy Biscuits (KG),225.38
UN_AGENCY_LOCAL,Recipient Profile 10055,SOM-ID-10055,Gedo,PlumpyNut (KG),217.01
WFP_PARTNER_B,Recipient Profile 10184,SOM-ID-10184,Gedo,Water Purification Kits,54.32
  WFP_PARTNER_B ,Recipient Profile 10464,SOM-ID-10464,Gedo,Water Purification Kits,168.5
WFP_PARTNER_B,Recipient Profile 10928,SOM-ID-10928,Gedo,Rice (MT),132.54
WFP_PARTNER_B,Recipient Profile 10371,SOM-ID-10371,Benadir,Rice (MT),65.94
WFP_PARTNER_A,Recipient Profile 10626,SOM-ID-10626,Bari,Water Purification Kits,366.17
  WFP_PARTNER_B ,Recipient Profile 10343,SOM-ID-10343,Gedo,Water Purification Kits,31.51
WFP_PARTNER_B,Recipient Profile 10429,SOM-ID-10429,Bay,PlumpyNut (KG),97.64
  UN_AGENCY_LOCAL ,Recipient Profile 10920,SOM-ID-10920,Lower Shabelle,Water Purification Kits,151.5
WFP_PARTNER_B,Recipient Profile 10469,SOM-ID-10469,Bay,Rice (MT),315.05
NGO_COUNCIL,Recipient Profile 10222,SOM-ID-10222,Gedo,Rice (MT),307.91
NGO_COUNCIL,Recipient Profile 10006,SOM-ID-10006,Gedo,Water Purification Kits,226.52
WFP_PARTNER_B,Recipient Profile 10845,SOM-ID-10845,Bari,High Energy Biscuits (KG),313.69
WFP_PARTNER_B,Recipient Profile 10037,SOM-ID-10037,Benadir,PlumpyNut (KG),82.65
  WFP_PARTNER_B ,Recipient Profile 10111,SOM-ID-10111,Benadir,High Energy Biscuits (KG),172.24
NGO_COUNCIL,Recipient Profile 10708,SOM-ID-10708,Bay,PlumpyNut (KG),339.32
  WFP_PARTNER_B ,Recipient Profile 10306,SOM-ID-10306,Gedo,High Energy Biscuits (KG),466.43
UN_AGENCY_LOCAL,Recipient Profile 10863,SOM-ID-10863,Lower Shabelle,Water Purification Kits,411.93
WFP_PARTNER_A,Recipient Profile 10281,SOM-ID-10281,Lower Shabelle,Water Purification Kits,75.93
UN_AGENCY_LOCAL,Recipient Profile 10626,SOM-ID-10626,Bari,Water Purification Kits,267.08
WFP_PARTNER_A,Recipient Profile 10807,SOM-ID-10807,Benadir,Rice (MT),246.99
UN_AGENCY_LOCAL,Recipient Profile 10638,SOM-ID-10638,Gedo,High Energy Biscuits (KG),137.23
UN_AGENCY_LOCAL,Recipient Profile 10504,SOM-ID-10504,Bay,Water Purification Kits,264.66
WFP_PARTNER_B,Recipient Profile 10001,SOM-ID-10001,Bari,PlumpyNut (KG),357.21
  WFP_PARTNER_A ,Recipient Profile 10868,SOM-ID-10868,Benadir,Water Purification Kits,316.48
WFP_PARTNER_B,Recipient Profile 10573,SOM-ID-10573,Bari,Water Purification Kits,212.88
WFP_PARTNER_B,Recipient Profile 10069,SOM-ID-10069,Benadir,PlumpyNut (KG),348.11
  UN_AGENCY_LOCAL ,Recipient Profile 10341,SOM-ID-10341,Lower Shabelle,High Energy Biscuits (KG),385.85
  UN_AGENCY_LOCAL ,Recipient Profile 10853,SOM-ID-10853,Gedo,Rice (MT),417.7
UN_AGENCY_LOCAL,Recipient Profile 10493,SOM-ID-10493,Gedo,Water Purification Kits,400.65
WFP_PARTNER_B,Recipient Profile 10760,SOM-ID-10760,Gedo,High Energy Biscuits (KG),236.61
WFP_PARTNER_A,Recipient Profile 10568,SOM-ID-10568,Bari,High Energy Biscuits (KG),286.82
WFP_PARTNER_A,Recipient Profile 10362,SOM-ID-10362,Bay,High Energy Biscuits (KG),401.77
WFP_PARTNER_A,Recipient Profile 10384,SOM-ID-10384,Bay,High Energy Biscuits (KG),421.96
  WFP_PARTNER_B ,Recipient Profile 10801,SOM-ID-10801,Bari,Water Purification Kits,101.82
  UN_AGENCY_LOCAL ,Recipient Profile 10898,SOM-ID-10898,Lower Shabelle,Rice (MT),143.03
WFP_PARTNER_B,Recipient Profile 10537,SOM-ID-10537,Lower Shabelle,Water Purification Kits,416.43
  UN_AGENCY_LOCAL ,Recipient Profile 10206,SOM-ID-10206,Bay,Rice (MT),193.37
WFP_PARTNER_A,Recipient Profile 10157,SOM-ID-10157,Gedo,Rice (MT),401.52
WFP_PARTNER_B,Recipient Profile 10794,SOM-ID-10794,Lower Shabelle,Water Purification Kits,368.9
UN_AGENCY_LOCAL,Recipient Profile 10692,SOM-ID-10692,Bay,Rice (MT),412.85
WFP_PARTNER_B,Recipient Profile 10534,SOM-ID-10534,Bay,Rice (MT),235.09
WFP_PARTNER_A,Recipient Profile 10608,SOM-ID-10608,Benadir,High Energy Biscuits (KG),466.85
  WFP_PARTNER_A ,Recipient Profile 10784,SOM-ID-10784,Lower Shabelle,Water Purification Kits,445.7
UN_AGENCY_LOCAL,Recipient Profile 10205,SOM-ID-10205,Benadir,High Energy Biscuits (KG),323.04
WFP_PARTNER_B,Recipient Profile 10687,SOM-ID-10687,Lower Shabelle,High Energy Biscuits (KG),270.82
  WFP_PARTNER_A ,Recipient Profile 10637,SOM-ID-10637,Lower Shabelle,PlumpyNut (KG),87.17
WFP_PARTNER_A,Recipient Profile 10721,SOM-ID-10721,Bay,High Energy Biscuits (KG),279.19
UN_AGENCY_LOCAL,Recipient Profile 10913,SOM-ID-10913,Bari,PlumpyNut (KG),93.92
  UN_AGENCY_LOCAL ,Recipient Profile 10924,SOM-ID-10924,Bari,Water Purification Kits,34.86
WFP_PARTNER_A,Recipient Profile 10183,SOM-ID-10183,Benadir,Water Purification Kits,36.36
NGO_COUNCIL,Recipient Profile 10730,SOM-ID-10730,Bari,High Energy Biscuits (KG),163.1
WFP_PARTNER_A,Recipient Profile 10715,SOM-ID-10715,Gedo,PlumpyNut (KG),55.53
NGO_COUNCIL,Recipient Profile 10784,SOM-ID-10784,Benadir,Water Purification Kits,162.09
  NGO_COUNCIL ,Recipient Profile 10917,SOM-ID-10917,Gedo,PlumpyNut (KG),474.25
UN_AGENCY_LOCAL,Recipient Profile 10338,SOM-ID-10338,Lower Shabelle,Water Purification Kits,99.84
UN_AGENCY_LOCAL,Recipient Profile 10359,SOM-ID-10359,Gedo,Water Purification Kits,24.83
NGO_COUNCIL,Recipient Profile 10588,SOM-ID-10588,Gedo,PlumpyNut (KG),148.31
WFP_PARTNER_B,Recipient Profile 10109,SOM-ID-10109,Bari,Rice (MT),208.79
UN_AGENCY_LOCAL,Recipient Profile 10410,SOM-ID-10410,Bari,Rice (MT),398.29
NGO_COUNCIL,Recipient Profile 10393,SOM-ID-10393,Bay,PlumpyNut (KG),278.5
WFP_PARTNER_A,Recipient Profile 10803,SOM-ID-10803,Lower Shabelle,PlumpyNut (KG),408.82
NGO_COUNCIL,Recipient Profile 10678,SOM-ID-10678,Bari,High Energy Biscuits (KG),276.82
WFP_PARTNER_A,Recipient Profile 10333,SOM-ID-10333,Bari,Water Purification Kits,66.02
WFP_PARTNER_A,Recipient Profile 10612,SOM-ID-10612,Gedo,PlumpyNut (KG),160.94
WFP_PARTNER_A,Recipient Profile 10062,SOM-ID-10062,Bari,Water Purification Kits,170.43
WFP_PARTNER_A,Recipient Profile 10651,SOM-ID-10651,Bay,PlumpyNut (KG),444.76
WFP_PARTNER_A,Recipient Profile 10630,SOM-ID-10630,Bay,PlumpyNut (KG),231.96
NGO_COUNCIL,Recipient Profile 10583,SOM-ID-10583,Bay,PlumpyNut (KG),343.94
UN_AGENCY_LOCAL,Recipient Profile 10626,SOM-ID-10626,Gedo,High Energy Biscuits (KG),495.24
NGO_COUNCIL,Recipient Profile 10054,SOM-ID-10054,Bay,High Energy Biscuits (KG),40.58
WFP_PARTNER_A,Recipient Profile 10031,SOM-ID-10031,Bari,High Energy Biscuits (KG),63.75
WFP_PARTNER_B,Recipient Profile 10415,SOM-ID-10415,Gedo,Water Purification Kits,316.36
NGO_COUNCIL,Recipient Profile 10192,SOM-ID-10192,Gedo,PlumpyNut (KG),334.62
NGO_COUNCIL,Recipient Profile 10686,SOM-ID-10686,Lower Shabelle,Water Purification Kits,85.59
  WFP_PARTNER_B ,Recipient Profile 10738,SOM-ID-10738,Bay,Rice (MT),45.16
NGO_COUNCIL,Recipient Profile 10425,SOM-ID-10425,Gedo,PlumpyNut (KG),51.49
NGO_COUNCIL,Recipient Profile 10434,SOM-ID-10434,Bari,Water Purification Kits,315.39
NGO_COUNCIL,Recipient Profile 10007,SOM-ID-10007,Gedo,High Energy Biscuits (KG),120.61
NGO_COUNCIL,Recipient Profile 10375,SOM-ID-10375,Bay,High Energy Biscuits (KG),211.31
  WFP_PARTNER_A ,Recipient Profile 10493,SOM-ID-10493,Benadir,Water Purification Kits,355.39
  WFP_PARTNER_A ,Recipient Profile 10911,SOM-ID-10911,Bay,High Energy Biscuits (KG),237.82
WFP_PARTNER_A,Recipient Profile 10684,SOM-ID-10684,Bay,Water Purification Kits,319.02
WFP_PARTNER_A,Recipient Profile 10547,SOM-ID-10547,Bari,High Energy Biscuits (KG),310.39
WFP_PARTNER_A,Recipient Profile 10751,SOM-ID-10751,Gedo,Water Purification Kits,261.2
UN_AGENCY_LOCAL,Recipient Profile 10296,SOM-ID-10296,Gedo,High Energy Biscuits (KG),480.68
